id empty_communication_flag orig_balance_before amount
720                        0                2279     16
437                        0                1421    161
422                        0                 860     33
129                        0                6320     28
470                        0                 883     35
284                        0               10873    648
229                        0                7284     28
201                        0                7181   1241
24                         0                2292     26
66                         0                6791     54
784                        0                 708     49
600                        0                2031    302
440                        0                1599     20
609                        0                1892     69
469                        0                1532    281
272                        0               10327     51
480                        0                1320     27
429                        0                1291     86
446                        0                1986     37
220                        0                6547   1325
102                        0                4945     41
119                        0                5877     57
397                        0               58663    554
192                        0                3914     44
647                        0                2032     16
613                        0                2056     49
486                        0                1889     49
281                        0               10520    390
746                        0                1571     94
521                        0                2037     14
503                        0                1987    159
26                         0                1902     25
269                        0                9552     38
268                        0                9884     87
166                        0                3153    884
332                        0                  10     71
151                        0                7334    336
147                        0                6771     59
27                         0                1776     22
442                        0                 669     20
706                        0                1549     14
443                        0                1985     42
494                        0                1794    126
765                        1                 894     49
335                        0                 618     20
617                        0                2746     53
120                        0                5800     15
608                        0                1501     77
354                        0                 606     16
209                        0                8878    145
535                        0                1552     30
441                        0                1375   1050
448                        0                1732    281
378                        0               35443    382
534                        1                1590     57
511                        0                1512     49
65                         0                6817     41
78                         0                4005     49
607                        0                1339     22
62                         0                5814     54
213                        0                3238    411
695                        1                2249    320
643                        0                1863     94
394                        0               62547     66
253                        0               11735     27
646                        1                1500    785
274                        0               10259     38
675                        0                 857     87
432                        0                1386    147
238                        0               10710    270
292                        1               10233   1793
224                        0                5066    204
98                         0                4567     13
621                        0                2746     60
391                        0               71764   3679
768                        0                 724     65
467                        0                1647     91
95                         0                5030     59
74                         0                6893     25
545                        0                2030     49
256                        0               11452    232
84                         0                4562     58
282                        0               10182    210
556                        0                1732    165
449                        1                3381   2421
183                        0               12928     74
751                        1               10044   9312
167                        0                2021    445
661                        0                2312     29
228                        0                7559    204
554                        1                2847    242
544                        0                2070     59
179                        0               38157    123
261                        0                8798     77
464                        0                2388     19
771                        0                 837     41
671                        0                1874     18
539                        0                1046     59
124                        0                6035     18
656                        0                2255     16
35                         1                2088    785
191                        0               12023   3355
704                        0                1902     25
232                        0                6604    404
444                        1                1958    143
528                        0                 581    266
203                        0                5650    540
257                        0               11271     44
266                        0                7302     82
767                        0                 784     49
515                        0                1407     29
749                        1               22424   5824
248                        0                8468    894
36                         0                1247    277
594                        0                2056    639
649                        0                1581    118
651                        0                2688     56
123                        0                5680     19
214                        0                3088    216
168                        0                2437    324
374                        0               39971   2435
122                        0                5704     40
125                        0                6029     44
134                        0                7166     59
700                        0                1770     36
641                        0                1899     12
657                        0                1916     28
478                        0                1442    138
210                        0                8742   1448
401                        1               55986   1638
501                        0                2178     49
731                        0                1529     56
329                        0                 791     25
279                        0                8341    180
352                        0                2561    189
507                        0                 698     33
222                        0                8889   4525
204                        0                5750    741
782                        0                 905     87
92                         0                4984    257
660                        0                1191     94
250                        0               13332    232
454                        0                3070     66
777                        0                 727     87
275                        0               10236     82
343                        0                1457     71
190                        0                9283    116
223                        0                5160     69
688                        0                2379    425
460                        0                 997     25
82                         0                4602     41
658                        0                1823    599
30                         0                1683    536
118                        0                6117    303
711                        0                2257     26
205                        0                7188    497
690                        0                1618     12
193                        0               14439   2960
237                        0               10780     95
763                        0                 902     13
457                        0                1847    112
185                        1               13044    232
207                        0                5800    700
249                        0                9477    232
393                        0               63593    785
377                        0               35139     48
187                        0               12820     80
518                        0                3207   1560
525                        0                 951    148
547                        0                1750     57
177                        0               38556     58
56                         0                5259     36
468                        0                1762     29
452                        0                3112     35
106                        0                5372     18
142                        0                7079     18
623                        1                2510   1627
189                        0                9196    168
154                        1                6537   3522
263                        0               10002   5840
692                        0                1914     56
254                        0               11721    287
682                        0                1142     36
198                        0                3972     80
735                        0                1309     34
285                        0               10350    145
774                        1                 766    126
461                        0                 921    103
433                        0                1274     38
148                        0                6672     29
396                        0               58218     61
358                        0                3275     79
674                        0                1388     19
737                        0                2341     16
101                        0                4977     49
280                        0                8201    226
153                        0                7033    615
184                        0               13885   1036
216                        0                9407  10010
128                        0                5606     28
206                        0                5840     59
500                        0                2746     30
387                        0               75402    225
557                        0                1067     56
764                        0                 701     37
243                        0                9232     26
219                        0                7060    636
37                         0                 945     85
287                        0               10240    712
265                        0                7324     37
414                        0                1711    240
376                        1               37278   2249
708                        0                2584     20
531                        0                1965     24
718                        0                1908    223
769                        0                 851     87
713                        0                2132     12
64                         0                5701     19
532                        0                1637     51
776                        0                 759     49
451                        0                3130     32
455                        0                2359     90
428                        0                2091     29
598                        0                1131     79
127                        0                5656     47
105                        0                4887    303
86                         0                4486    303
683                        0                1121     12
604                        0                2116     69
770                        1                 788     87
707                        0                1562     42
199                        0                4885    235
417                        0                2260     30
701                        0                1985     47
780                        0                 899     87
462                        0                2398     16
180                        0               38064     80
259                        0               12461    211
235                        0                6860     17
603                        0                1459    396
783                        1                 698     45
384                        0               74687    163
725                        0                1281     94
131                        0                6299     43
673                        0                1605     32
640                        0                1958     16
34                         0                2112     39
344                        0                1579     16
359                        0                1578     15
559                        1                7152   7596
662                        1                2279    475
425                        0                1368     57
99                         0                5049     59
140                        0                6579     38
136                        0                7023     13
606                        0                1358     33
104                        0                4911     40
710                        1                2494     89
538                        0                1065     33
178                        0               38892    131
260                        0               11108    239
390                        0               71804    738
438                        0                1297     19
230                        0                7269     49
694                        0                1237     38
341                        0                1494     37
696                        0                1845    242
83                         0                4570     19
90                         0                4914     28
672                        0                1867     25
543                        0                2103     50
415                        0                1523     12
733                        0                1191    398
291                        0               10251     22
488                        0                1796     54
242                        0               10152   1022
174                        0               38516     58
540                        0                1006    131
113                        0                5693    137
659                        0                1333     64
67                         0                6729     36
691                        0                1376     29
703                        0                1939     56
439                        1                1275     19
638                        1                1223    320
723                        0                2748    785
427                        1                1292    708
351                        0                1240     16
705                        0                1889     24
458                        0                1763     32
466                        0                1832     90
108                        0                5254     28
386                        0               77381   1765
398                        0               57637    195
550                        0                 715     69
227                        0                5434     37
80                         0                3942     54
258                        1               12916     33
236                        0                6855     93
186                        0               12842     37
730                        0                2124     16
490                        0                2869    269
252                        0               12888     93
736                        0               17086     19
145                        0                6788     28
615                        0                1930     49
176                        0               38793     29
286                        0               10240     44
340                        1                 829     18
200                        0                7221     58
149                        0                6656     70
133                        0                7174     19
666                        0                1183    242
729                        0                1866    152
533                        0                1604     61
392                        1               67118   3783
395                        1               59977    176
69                         0                6648    303
234                        0                6871     23
465                        0                2061     44
379                        0               34066     99
217                        0                7128     93
278                        0                9546    505
202                        0                6174     80
456                        0                2070    281
541                        1                 954     29
536                        0                1327     19
522                        1                2353     25
116                        0                6194     70
715                        0                3009     56
195                        0                3878    190
510                        0                1525     22
175                        0               38777    281
107                        0                5358     59
273                        0               10293     51
523                        0                1989    122
135                        0                7126    135
290                        0                9039     80
476                        0                1455     44
25                         0                2038     29
652                        0                1397     26
334                        0                1141    922
450                        0                 786     32
420                        0                1338    281
709                        0                2596    134
349                        0                 834    222
109                        0                5946     43
246                        0                9187     49
726                        0                2084     16
487                        0                1861     65
618                        0                2997    103
597                        0                1148     31
63                         0                5778     41
419                        0                1479     49
423                        0                1435     75
355                        0                 810     22
121                        0                5796     59
277                        0                9616     45
778                        0                 869     49
112                        0                5706     26
40                         0                1459    122
505                        0                1102     21
655                        1                2043     80
555                        0                1795     60
482                        0                 827     49
697                        0                1590    598
699                        0                1749     80
75                         0                6459   1789
477                        0                1427    147
152                        0                7066     51
636                        0                1263     87
689                        1                1764     52
270                        0                9483     55
685                        0                1097     14
382                        0               30654     21
339                        0                1502     16
196                        0                4030     82
171                        0               32960    247
447                        0                1964     89
71                         0                7022     41
288                        0                9696    708
732                        0                1208     31
610                        0                1766     85
667                        0                 915     58
548                        0                1140     13
750                        1               17662   9312
781                        0                 841     49
471                        0                 722     28
436                        0                1439     32
212                        0                8700     87
39                         0                 645     22
372                        0               42331   1449
502                        0                2146     44
380                        0               32158    191
32                         0                2216    122
330                        0                 779     20
605                        0                2068     31
430                        0                1420    281
719                        1                1679    553
271                        0                8779    578
59                         0                5063     28
79                         0                3974     41
639                        1                2188    165
520                        0                 707     59
645                        0                4671   3807
241                        0               11781   1098
356                        0                1510     79
110                        0                5919     18
244                        0                9244     24
181                        0               39818    725
678                        0                2441     18
526                        0                 838     88
218                        0                7489    450
698                        0                 858     14
687                        0                3059    839
676                        0                1673    104
426                        0                1329     56
103                        0                4919     19
552                        0                2417     22
197                        0                3886     20
347                        0                 607     33
472                        0                2240     40
115                        0                6201     18
381                        0               33427   1560
94                         0                5111    108
61                         0                6158   1281
680                        0                1616    177
527                        0                 587     18
677                        0                1193     64
247                        0                9156    850
620                        0                2746    110
60                         0                9710   4347
484                        0                1970    147
473                        0                2193     58
89                         0                4897     41
481                        1                 824     87
53                         0               30626    303
599                        0                1768     72
138                        0                7021     18
231                        0                7237    101
389                        0               73267    537
342                        0                1471     27
775                        0                 781     37
41                         1                4290   3779
614                        0                2024     39
225                        0                5567    172
33                         0                2125     26
221                        0                5470    162
497                        0                1967    181
70                         0                7045     38
245                        0                9219     49
491                        1                2657    785
648                        0                1650     94
57                         0                5228    398
702                        0                1955     29
744                        0                2420    475
553                        0                2855     19
499                        1                 853    165
