id fraud_flag transfer_id timestamp orig_account_id benef_account_id
438          0   xtr569473   4616244       X96278924        X20322199
230          0   xtr327623  23082972       X27769025        X99394788
694          0   xtr963415  22055376       X69808474        X83557012
341          0   xtr945306  19990523       X64608297        X58297042
696          0   xtr917415  22722273       X69808474        X48570047
83           0   xtr187184  16954093       X15452684        X90717446
90           0   xtr377072  19710418       X15452684        X90717446
672          0   xtr633866  14521152       X69808474        X83557012
543          0   xtr183566  33271994       X96278924        X93192042
415          0   xtr746391    777826       X96278924        X24662917
733          0   xtr927319  43044154       X69808474        X94091441
291          0   xtr940643  46667819       X27769025        X65350681
488          0   xtr234890  18073553       X96278924        X78979904
242          0   xtr545791  28681722       X27769025        X35060788
174          0   xtr264097   5224408       X27769025        X18544316
540          0   xtr651647  31547308       X96278924        X46460597
113          0   xtr257425  29737179       X15452684        X14695609
659          0   xtr124535  10134378       X69808474        X83557012
67           0   xtr731122   9332488       X15452684        X63932196
691          0   xtr894847  21164712       X69808474        X48570047
703          0   xtr589396  25754135       X69808474        X83557012
439          0   xtr668989   4679080       X96278924        X64825894
638          0   xtr953940    880052       X69808474        X71927452
723          0   xtr455375  35284589       X69808474        X94091441
427          0   xtr614567   3305427       X96278924        X64783449
351          0   xtr144573  30665451       X64608297        X95653232
705          0   xtr706529  25927346       X69808474        X83557012
458          0   xtr500060   9758358       X96278924        X94397731
466          0   xtr191258  12088130       X96278924        X93192042
108          0   xtr307413  27576106       X15452684        X90717446
386          0   xtr999212  20209914       X21701089        X46460597
398          0   xtr976608  31721457       X21701089        X85349964
550          0   xtr409171  34048114       X96278924        X74682262
227          0   xtr746660  21966103       X27769025        X27296713
80           0   xtr184585  13233663       X15452684        X18544316
258          0   xtr848472  34679234       X27769025        X30743839
236          0   xtr551525  26128908       X27769025        X41549476
186          0   xtr190619   6900540       X27769025        X38092686
730          0   xtr771815  40782741       X69808474        X83557012
490          0   xtr690241  19454777       X96278924        X76932175
252          0   xtr675517  32869744       X27769025        X41549476
736          0   xtr684770  45207618       X69808474        X70810604
145          0   xtr547738  42443785       X15452684        X78714202
615          0   xtr553928  30700208       X45605437        X99394788
176          0   xtr976189   5224408       X27769025        X10793292
286          0   xtr411489  45469863       X27769025        X19162789
340          0   xtr793526  19176965       X64608297        X98589933
200          0   xtr479245  11579325       X27769025        X18544316
149          0   xtr778987  42871518       X15452684        X14695609
133          0   xtr941918  38990431       X15452684        X90717446
666          0   xtr139097  13688273       X69808474        X48570047
729          0   xtr634129  38310155       X69808474        X41158832
533          0   xtr701458  30443691       X96278924        X77467022
392          0   xtr794928  27224447       X21701089        X72414612
395          0   xtr597310  29804484       X21701089        X83360430
69           0   xtr134625   9332795       X15452684        X79567445
234          0   xtr953923  26128762       X27769025        X25761914
465          0   xtr423594  11855500       X96278924        X47932928
379          0   xtr870057  11412748       X21701089        X79424912
217          0   xtr768329  19443326       X27769025        X41549476
278          0   xtr204534  41404056       X27769025        X66207720
202          0   xtr351343  11580245       X27769025        X30525066
456          0   xtr911700   9752908       X96278924        X76932175
541          0   xtr851426  31791586       X96278924        X71914071
536          0   xtr895021  30952147       X96278924        X57163239
522          0   xtr821472  27405176       X96278924        X61066843
116          0   xtr454022  30515655       X15452684        X14695609
715          0   xtr892875  30001390       X69808474        X63561635
195          0   xtr798420   9444199       X27769025        X53680087
510          0   xtr357980  25389090       X96278924        X39335656
175          0   xtr402587   5224408       X27769025        X14695609
107          0   xtr191617  26881165       X15452684        X18544316
273          0   xtr693300  40188514       X27769025        X99394788
523          0   xtr606684  27734845       X96278924        X31147956
135          0   xtr580672  38990631       X15452684        X78714202
290          0   xtr178117  45616558       X27769025        X45406748
476          0   xtr558421  15312998       X96278924        X31147956
25           0   xtr785706   4675604       X51735094        X15817298
652          0   xtr122184   6225523       X69808474        X72427334
334          0   xtr337307  15201656       X64608297        X80234603
450          0   xtr120677   8026292       X96278924        X94397731
420          0   xtr871858   1727354       X96278924        X76932175
709          0   xtr574072  27669658       X69808474        X48570047
349          0   xtr321030  28422008       X64608297        X38726514
109          0   xtr478179  28180055       X15452684        X93192042
246          0   xtr224039  30103239       X27769025        X47066779
726          0   xtr558261  38042511       X69808474        X83557012
487          0   xtr995537  17965304       X96278924        X41549476
618          0   xtr405088  36800837       X45605437        X54459626
597          0   xtr373791  10656511       X45605437        X43960597
63           0   xtr892608   4508338       X15452684        X93192042
419          0   xtr469222   1373013       X96278924        X26412927
423          0   xtr181971   3305196       X96278924        X93679384
355          0   xtr710862  31453195       X64608297        X95653232
121          0   xtr818277  31640496       X15452684        X18544316
277          0   xtr428634  41325603       X27769025        X25744487
778          0   xtr700065  32737015       X98390105        X94397731
112          0   xtr168937  29737086       X15452684        X90717446
40           0   xtr257612   9440864       X51735094        X18544316
505          0   xtr897078  23832916       X96278924        X35289634
655          0   xtr612592   7528303       X69808474        X69347974
555          0   xtr920495  36028952       X96278924        X99394788
482          0   xtr455919  16515332       X96278924        X35563805
697          0   xtr184576  23837958       X69808474        X21039645
699          0   xtr141330  25752800       X69808474        X92239103
75           0   xtr227005  11663553       X15452684        X16219180
477          0   xtr936516  15313135       X96278924        X97636029
152          0   xtr503249  43910183       X15452684        X93192042
636          0   xtr883825         0       X69808474        X10652913
689          0   xtr560338  20402743       X69808474        X48570047
270          0   xtr853390  38914301       X27769025        X64270840
685          0   xtr142340  18952715       X69808474        X83557012
382          0   xtr908210  13811325       X21701089        X17756979
339          0   xtr743848  17642391       X64608297        X95653232
196          0   xtr815119   9444199       X27769025        X65350681
171          0   xtr140125   3370172       X27769025        X46460597
447          0   xtr577096   6645754       X96278924        X93192042
71           0   xtr380905   9781965       X15452684        X93192042
288          0   xtr210361  45615985       X27769025        X45389096
732          0   xtr140989  43043814       X69808474        X48570047
610          0   xtr223253  27300143       X45605437        X60174406
667          0   xtr507080  14074824       X69808474        X92239103
548          0   xtr809565  33896054       X96278924        X53043477
750          1   xtr393840  49436390       X69808474        X38835158
781          0   xtr849807  35178952       X98390105        X45391134
471          0   xtr553925  13491848       X96278924        X77467022
436          0   xtr690661   4615783       X96278924        X15458175
212          0   xtr560004  16492372       X27769025        X96989321
39           0   xtr622883   8488444       X51735094        X39509284
372          0   xtr807900   5006365       X21701089        X51802430
502          0   xtr904675  22891444       X96278924        X97636029
380          0   xtr479895  11826033       X21701089        X17756979
32           0   xtr876312   6400316       X51735094        X18544316
330          0   xtr428401   9968131       X64608297        X58074368
605          0   xtr722133  20916438       X45605437        X38641430
430          0   xtr279908   4345757       X96278924        X76932175
719          0   xtr395928  32150557       X69808474        X48570047
271          0   xtr833294  39075292       X27769025        X95119803
59           0   xtr337360   3125128       X15452684        X90717446
79           0   xtr476289  12714508       X15452684        X93192042
639          0   xtr410290    956875       X69808474        X71927452
520          0   xtr483839  26792449       X96278924        X41549476
645          0   xtr788855   3406783       X69808474        X83351465
241          0   xtr493567  27489776       X27769025        X45389096
356          0   xtr221933  31453344       X64608297        X84272118
110          0   xtr642642  28180391       X15452684        X63848056
244          0   xtr149232  30103233       X27769025        X36904848
181          0   xtr246599   6171718       X27769025        X68121485
678          0   xtr400901  16941612       X69808474        X76331254
